event_id,customer_id,session_id,event_type,page_url,event_timestamp,device_type
30,210,S5310,product_view,/product/327,2026-04-21 19:07:16,Mobile
31,39,S3412,page_view,/product/471,2025-07-10 16:40:14,Desktop
32,28,S4340,add_to_cart,/product/118,2026-02-21 13:10:19,Tablet
33,389,S8843,add_to_cart,/product/117,2025-05-26 15:06:15,Mobile
34,178,S7322,page_view,/product/237,2026-03-08 10:40:16,Tablet
35,180,S3765,add_to_cart,/product/136,2025-09-15 22:40:55,Tablet
36,90,S6075,product_view,/product/64,2026-04-21 23:43:24,Tablet
37,286,S4810,add_to_cart,/product/450,2025-10-22 23:26:01,Mobile
38,186,S5396,page_view,/product/17,2025-10-21 21:26:38,Tablet
39,484,S8032,add_to_cart,/product/157,2025-09-09 23:42:32,Tablet
40,189,S5672,checkout,/product/174,2025-11-03 05:24:02,Tablet
41,75,S4224,page_view,/product/58,2026-02-28 17:53:09,Desktop
42,484,S4171,product_view,/product/479,2026-05-12 19:39:11,Tablet
43,230,S5677,checkout,/product/350,2026-03-30 07:05:05,Tablet
44,376,S2390,checkout,/product/225,2026-04-27 10:11:46,Mobile
45,392,S4379,product_view,/product/341,2026-01-17 12:08:51,Mobile
46,331,S3725,checkout,/product/87,2026-05-12 14:49:13,Desktop
47,99,S9829,checkout,/product/351,2026-02-25 22:07:25,Desktop
48,420,S2192,checkout,/product/182,2025-08-29 12:15:53,Tablet
49,7,S9894,page_view,/product/411,2025-07-13 04:38:31,Desktop
50,311,S7341,product_view,/product/424,2026-03-13 18:06:41,Desktop
51,131,S6389,product_view,/product/17,2025-07-27 03:58:04,Mobile
52,312,S4760,add_to_cart,/product/369,2025-06-25 15:28:53,Tablet
53,258,S3372,add_to_cart,/product/320,2025-07-05 06:23:46,Desktop
54,170,S4760,add_to_cart,/product/7,2025-07-25 22:15:42,Desktop
55,440,S2701,page_view,/product/367,2025-05-25 08:29:05,Mobile
56,226,S8768,add_to_cart,/product/264,2026-03-07 06:49:31,Desktop
57,432,S7962,add_to_cart,/product/89,2026-01-07 20:22:53,Mobile
58,131,S5167,add_to_cart,/product/134,2026-01-09 18:39:28,Mobile
59,219,S1876,product_view,/product/420,2025-08-26 19:38:22,Tablet
60,451,S6924,page_view,/product/244,2026-01-05 08:56:34,Tablet
61,318,S4562,checkout,/product/361,2025-12-21 09:31:27,Tablet
62,55,S1255,add_to_cart,/product/124,2026-01-07 23:55:38,Tablet
63,306,S3020,product_view,/product/275,2025-08-12 20:32:58,Mobile
64,492,S9230,add_to_cart,/product/448,2026-01-01 18:47:03,Tablet
65,377,S7324,checkout,/product/301,2025-08-13 08:23:52,Tablet
66,264,S3539,page_view,/product/157,2025-08-12 20:33:32,Mobile
67,247,S3176,checkout,/product/54,2026-02-06 03:07:33,Mobile
68,430,S8363,product_view,/product/130,2025-05-25 07:25:29,Mobile
69,120,S1596,page_view,/product/442,2025-10-01 16:51:29,Tablet
70,307,S9854,checkout,/product/364,2025-06-15 01:03:51,Mobile
71,90,S5387,product_view,/product/464,2026-02-06 10:14:28,Desktop
72,426,S4709,checkout,/product/84,2026-03-14 00:48:25,Tablet
73,121,S4903,page_view,/product/78,2025-11-16 06:33:15,Desktop
74,331,S9191,page_view,/product/201,2025-07-06 06:04:39,Desktop
75,484,S4442,product_view,/product/265,2025-11-26 06:18:15,Tablet
76,474,S1808,product_view,/product/86,2026-04-08 18:52:46,Desktop
77,63,S1733,page_view,/product/8,2026-01-05 00:37:18,Desktop
78,118,S3879,page_view,/product/9,2025-11-13 05:29:31,Desktop
79,355,S9552,checkout,/product/237,2026-02-15 16:47:56,Mobile
80,195,S2877,page_view,/product/466,2026-01-22 10:43:02,Desktop
81,261,S8878,checkout,/product/63,2025-10-07 09:51:14,Desktop
82,281,S2369,add_to_cart,/product/97,2025-07-25 15:05:05,Mobile
83,197,S2522,add_to_cart,/product/32,2026-04-11 02:43:18,Tablet
84,121,S5740,add_to_cart,/product/333,2025-10-12 15:41:28,Desktop
85,329,S2393,page_view,/product/403,2025-11-22 00:54:16,Mobile
86,142,S7899,product_view,/product/100,2025-11-15 04:52:23,Mobile
87,159,S7695,add_to_cart,/product/427,2025-07-07 14:00:40,Tablet
88,405,S2600,page_view,/product/2,2025-07-17 18:53:57,Desktop
89,376,S1276,checkout,/product/428,2025-07-29 05:36:42,Mobile
90,469,S3988,page_view,/product/190,2025-08-11 01:19:03,Mobile
91,484,S6397,checkout,/product/225,2025-05-27 16:42:03,Desktop
92,170,S1320,page_view,/product/224,2025-10-20 20:37:36,Mobile
93,498,S7388,checkout,/product/138,2026-03-08 02:19:05,Desktop
94,38,S1213,checkout,/product/470,2025-05-21 00:14:33,Mobile
95,154,S2417,page_view,/product/361,2026-05-09 13:58:47,Desktop
96,145,S1025,checkout,/product/278,2025-08-27 23:33:54,Mobile
97,52,S7534,add_to_cart,/product/396,2025-10-22 14:08:56,Tablet
98,241,S1687,page_view,/product/189,2025-08-09 14:39:19,Tablet
99,390,S4189,checkout,/product/215,2026-02-27 11:39:30,Tablet
100,104,S5820,product_view,/product/194,2026-01-30 21:38:00,Tablet
101,372,S7639,product_view,/product/199,2025-08-01 22:50:44,Tablet
102,236,S1252,product_view,/product/277,2026-03-05 11:17:22,Mobile
103,286,S9520,page_view,/product/242,2025-08-02 14:57:24,Tablet
104,350,S8951,page_view,/product/187,2025-06-09 20:44:05,Desktop
105,190,S8024,product_view,/product/186,2025-07-22 22:47:17,Mobile
106,433,S2270,checkout,/product/460,2026-05-10 05:31:40,Mobile
107,12,S4878,product_view,/product/12,2025-11-01 18:44:04,Desktop
108,68,S8071,add_to_cart,/product/233,2026-04-16 22:31:40,Tablet
109,268,S4060,checkout,/product/8,2026-01-09 19:42:35,Mobile
110,41,S1095,add_to_cart,/product/479,2025-11-21 10:53:54,Desktop
111,482,S2193,checkout,/product/185,2026-02-06 07:38:41,Mobile
112,262,S6150,page_view,/product/236,2025-09-18 08:32:47,Mobile
113,234,S5764,page_view,/product/344,2026-04-16 19:13:38,Tablet
114,71,S8999,add_to_cart,/product/198,2025-11-08 20:55:39,Tablet
115,95,S2222,page_view,/product/278,2026-04-24 21:12:33,Tablet
116,409,S3370,add_to_cart,/product/48,2025-08-19 00:29:30,Tablet
117,365,S7599,product_view,/product/224,2025-10-28 05:24:27,Mobile
118,91,S3665,product_view,/product/309,2025-10-19 09:55:53,Mobile
119,172,S9392,page_view,/product/231,2026-03-12 15:08:43,Desktop
120,416,S5330,add_to_cart,/product/137,2025-05-31 10:08:55,Desktop
121,54,S6678,add_to_cart,/product/191,2026-01-06 06:37:03,Mobile
122,427,S1743,add_to_cart,/product/223,2026-02-24 18:05:19,Tablet
123,65,S1047,product_view,/product/65,2026-03-31 07:35:54,Mobile
124,255,S1000,page_view,/product/481,2025-10-09 21:38:38,Tablet
125,26,S2038,checkout,/product/113,2026-02-18 21:03:31,Tablet
126,461,S6606,checkout,/product/141,2025-09-13 16:42:56,Desktop
127,236,S3812,product_view,/product/424,2025-10-15 06:03:02,Desktop
128,143,S8700,product_view,/product/258,2026-01-07 15:56:17,Desktop
129,471,S6375,add_to_cart,/product/3,2026-05-14 21:42:39,Desktop
130,46,S8954,product_view,/product/83,2026-02-27 12:36:06,Tablet
131,135,S8415,product_view,/product/47,2025-12-23 07:06:54,Desktop
132,215,S2187,checkout,/product/483,2025-12-31 18:58:15,Tablet
133,474,S7113,page_view,/product/247,2025-12-09 09:40:02,Desktop
134,31,S6757,page_view,/product/47,2025-12-05 03:48:11,Desktop
135,295,S7091,page_view,/product/313,2026-01-19 06:31:24,Desktop
136,433,S8599,page_view,/product/418,2026-04-20 07:11:19,Tablet
137,45,S6160,product_view,/product/219,2026-02-12 15:06:15,Desktop
138,383,S1714,add_to_cart,/product/117,2026-03-16 18:55:28,Mobile
139,28,S3230,product_view,/product/23,2025-05-30 03:15:26,Desktop
140,237,S2161,checkout,/product/304,2025-12-03 09:06:03,Mobile
141,349,S1240,page_view,/product/490,2025-06-26 15:12:05,Mobile
142,132,S2419,add_to_cart,/product/288,2025-11-06 13:36:22,Tablet
143,168,S5801,product_view,/product/416,2025-11-08 14:55:13,Tablet
144,73,S9550,checkout,/product/212,2026-04-01 08:35:33,Tablet
145,285,S4495,checkout,/product/177,2026-04-21 01:40:51,Desktop
146,305,S5212,add_to_cart,/product/490,2025-05-31 15:38:40,Mobile
147,393,S2893,checkout,/product/429,2026-04-21 01:48:06,Tablet
148,46,S9432,product_view,/product/243,2025-08-18 14:35:29,Desktop
149,413,S6093,page_view,/product/110,2025-12-02 14:57:31,Tablet
150,397,S2158,page_view,/product/133,2025-12-10 01:36:12,Mobile
151,24,S3518,add_to_cart,/product/397,2025-10-15 19:39:47,Tablet
152,340,S7607,product_view,/product/351,2026-02-24 16:34:53,Desktop
153,36,S8672,add_to_cart,/product/110,2025-05-30 10:09:04,Tablet
154,185,S8173,add_to_cart,/product/269,2025-12-17 18:26:57,Desktop
155,173,S3480,checkout,/product/272,2025-10-12 15:06:33,Desktop
156,208,S5472,checkout,/product/20,2025-12-01 14:56:56,Tablet
157,220,S8336,product_view,/product/302,2026-03-08 08:06:23,Tablet
158,113,S5118,add_to_cart,/product/477,2026-01-15 02:22:12,Tablet
159,258,S4198,add_to_cart,/product/496,2025-06-03 07:45:59,Desktop
160,163,S4733,checkout,/product/472,2025-07-27 21:49:59,Tablet
161,497,S5881,checkout,/product/469,2025-09-05 06:17:17,Desktop
162,277,S1777,add_to_cart,/product/172,2025-11-01 21:14:19,Desktop
163,229,S8279,add_to_cart,/product/361,2025-10-16 18:18:01,Desktop
164,202,S6899,checkout,/product/318,2026-04-23 15:28:57,Mobile
165,181,S2311,add_to_cart,/product/492,2025-09-10 10:57:00,Mobile
166,82,S4374,product_view,/product/374,2026-03-11 15:29:31,Desktop
167,305,S1557,add_to_cart,/product/462,2026-04-01 14:17:11,Mobile
168,55,S1696,checkout,/product/323,2025-09-03 05:13:00,Tablet
169,159,S1451,page_view,/product/456,2025-11-10 08:22:01,Desktop
170,52,S2365,page_view,/product/237,2025-07-18 20:04:02,Tablet
171,482,S7355,page_view,/product/308,2025-10-26 05:55:57,Tablet
172,10,S3331,add_to_cart,/product/413,2025-09-06 12:29:25,Mobile
173,361,S8293,checkout,/product/28,2026-01-08 07:07:31,Tablet
174,360,S3902,product_view,/product/325,2026-05-07 02:18:23,Desktop
175,208,S7077,product_view,/product/162,2025-06-05 08:42:41,Mobile
176,358,S2362,product_view,/product/1,2026-02-07 03:07:38,Desktop
177,342,S3215,product_view,/product/225,2025-12-01 22:48:21,Mobile
178,402,S6854,page_view,/product/6,2026-05-01 03:10:02,Desktop
179,441,S7843,page_view,/product/41,2025-07-09 10:04:08,Mobile
180,57,S6525,product_view,/product/442,2025-11-11 05:10:07,Tablet
181,477,S3999,add_to_cart,/product/495,2026-04-02 11:28:04,Tablet
182,352,S5253,checkout,/product/325,2026-01-21 02:24:08,Tablet
183,174,S1524,checkout,/product/145,2025-11-06 14:25:51,Desktop
184,490,S9066,page_view,/product/392,2025-06-19 07:16:08,Mobile
185,361,S4133,product_view,/product/238,2026-02-19 19:51:21,Tablet
186,282,S1811,add_to_cart,/product/363,2025-11-25 14:46:06,Tablet
187,303,S6999,page_view,/product/468,2025-06-28 03:08:07,Desktop
188,342,S2077,page_view,/product/5,2025-07-23 23:53:25,Mobile
189,148,S4542,add_to_cart,/product/396,2026-03-13 14:36:00,Tablet
190,7,S4330,page_view,/product/2,2025-12-28 13:04:04,Mobile
191,179,S3065,page_view,/product/450,2026-05-14 09:37:29,Desktop
192,220,S1747,add_to_cart,/product/33,2026-04-27 12:02:27,Desktop
193,278,S5913,page_view,/product/490,2026-02-09 12:33:13,Desktop
194,335,S6518,product_view,/product/492,2025-12-13 09:10:59,Tablet
195,184,S6670,product_view,/product/466,2025-07-06 17:26:57,Mobile
196,352,S6578,product_view,/product/24,2025-10-14 19:56:49,Mobile
197,199,S2157,page_view,/product/31,2025-10-22 18:57:06,Mobile
198,494,S8977,page_view,/product/330,2025-09-17 19:10:26,Desktop
199,204,S8020,page_view,/product/38,2025-11-06 06:51:37,Tablet
200,199,S8196,checkout,/product/135,2025-05-24 20:29:50,Desktop
201,399,S4958,checkout,/product/257,2025-07-23 15:34:08,Mobile
202,356,S3053,product_view,/product/340,2025-11-07 08:54:38,Desktop
203,292,S5734,add_to_cart,/product/298,2025-12-30 10:26:19,Tablet
204,494,S7143,product_view,/product/11,2026-04-28 09:22:50,Desktop
205,202,S9040,checkout,/product/194,2026-02-15 22:32:01,Desktop
206,172,S6375,page_view,/product/112,2026-04-28 01:42:48,Desktop
207,325,S6700,page_view,/product/38,2025-08-01 14:26:32,Mobile
208,109,S7217,add_to_cart,/product/131,2026-04-22 22:14:50,Desktop
209,461,S7408,product_view,/product/147,2025-11-07 18:15:15,Desktop
210,236,S9802,add_to_cart,/product/95,2025-06-19 04:50:06,Tablet
211,32,S4060,product_view,/product/113,2025-08-20 07:14:08,Desktop
212,158,S6423,page_view,/product/36,2025-09-18 00:53:44,Desktop
213,378,S1523,page_view,/product/330,2026-02-07 19:34:24,Mobile
214,430,S1760,add_to_cart,/product/126,2026-01-22 01:28:12,Desktop
215,327,S9863,checkout,/product/262,2026-05-02 11:40:00,Mobile
216,125,S1228,product_view,/product/454,2026-02-15 11:40:42,Desktop
217,46,S7291,checkout,/product/228,2026-03-20 12:05:21,Desktop
218,407,S3229,page_view,/product/145,2025-07-17 20:50:05,Tablet
219,172,S8479,add_to_cart,/product/387,2026-02-18 04:02:14,Tablet
220,285,S9897,checkout,/product/166,2026-02-23 22:48:00,Tablet
221,441,S4048,page_view,/product/88,2025-07-02 03:48:55,Tablet
222,378,S7938,add_to_cart,/product/86,2025-06-19 14:15:49,Mobile
223,24,S4783,product_view,/product/215,2025-06-28 12:23:38,Tablet
224,412,S3935,page_view,/product/453,2026-02-13 10:48:35,Tablet
225,73,S8496,add_to_cart,/product/182,2025-11-05 16:59:47,Tablet
226,96,S2273,add_to_cart,/product/237,2026-01-16 10:16:58,Mobile
227,456,S1404,product_view,/product/1,2025-10-03 03:10:38,Mobile
228,59,S2488,add_to_cart,/product/432,2025-06-17 07:24:51,Desktop
229,116,S1100,product_view,/product/97,2025-12-04 14:37:51,Mobile
230,359,S3756,page_view,/product/332,2026-02-13 20:37:08,Tablet
231,372,S3800,page_view,/product/181,2025-10-11 08:15:12,Tablet
232,403,S3039,checkout,/product/371,2026-02-21 11:15:17,Desktop
233,352,S6997,page_view,/product/223,2026-03-18 09:34:29,Desktop
234,396,S2836,checkout,/product/109,2025-11-29 21:22:36,Tablet
235,191,S6444,page_view,/product/374,2026-01-07 21:13:45,Tablet
236,451,S6127,checkout,/product/354,2025-07-16 06:40:21,Mobile
237,86,S2543,checkout,/product/285,2025-10-09 05:50:25,Tablet
238,23,S1824,add_to_cart,/product/470,2025-12-14 21:53:42,Desktop
239,246,S9765,product_view,/product/35,2025-10-09 23:48:51,Tablet
240,193,S3532,checkout,/product/461,2025-06-01 05:32:02,Desktop
241,412,S9340,add_to_cart,/product/170,2026-03-09 13:00:17,Mobile
242,444,S1875,page_view,/product/264,2025-07-20 13:03:47,Desktop
243,87,S8811,product_view,/product/1,2026-05-04 11:06:42,Desktop
244,91,S4502,add_to_cart,/product/275,2025-09-22 08:31:34,Desktop
245,321,S4746,product_view,/product/340,2025-12-20 19:03:47,Desktop
246,31,S5128,page_view,/product/143,2026-04-18 13:27:16,Mobile
247,250,S5567,product_view,/product/375,2026-01-26 07:34:04,Desktop
248,474,S9599,page_view,/product/34,2026-04-15 04:59:24,Mobile
249,499,S6896,product_view,/product/359,2025-07-12 11:14:14,Desktop
250,345,S3073,page_view,/product/66,2025-07-17 03:24:20,Desktop
251,325,S4405,page_view,/product/142,2026-04-17 14:16:31,Tablet
252,357,S3445,product_view,/product/437,2025-07-10 08:08:17,Desktop
253,67,S8191,checkout,/product/184,2025-07-23 15:27:31,Desktop
254,357,S2691,product_view,/product/191,2026-03-09 21:21:38,Tablet
255,100,S1678,product_view,/product/258,2026-02-15 17:03:48,Desktop
256,214,S6496,page_view,/product/209,2025-06-04 02:32:53,Mobile
257,203,S4228,page_view,/product/350,2025-10-25 03:05:04,Desktop
258,177,S4781,checkout,/product/234,2025-09-11 19:38:51,Mobile
259,183,S7518,page_view,/product/313,2025-09-12 09:13:09,Tablet
260,115,S3163,page_view,/product/351,2026-02-22 17:54:01,Desktop
261,334,S3652,page_view,/product/213,2026-03-09 16:27:16,Tablet
262,453,S2212,checkout,/product/153,2025-11-04 11:43:40,Mobile
263,443,S1669,product_view,/product/299,2025-09-04 07:55:45,Tablet
264,490,S9698,product_view,/product/62,2026-01-13 11:15:48,Desktop
265,135,S5062,add_to_cart,/product/35,2025-07-24 08:30:31,Tablet
266,199,S7420,product_view,/product/78,2025-06-29 19:58:55,Tablet
267,42,S4326,page_view,/product/215,2026-04-29 03:19:02,Mobile
268,8,S9209,page_view,/product/188,2025-07-05 06:37:50,Mobile
269,286,S7038,checkout,/product/431,2025-08-01 23:00:52,Mobile
270,236,S1664,checkout,/product/120,2025-05-16 13:13:43,Tablet
271,202,S3506,page_view,/product/293,2026-01-11 22:58:57,Tablet
272,412,S7450,add_to_cart,/product/186,2026-03-08 10:18:20,Desktop
273,156,S5701,add_to_cart,/product/154,2025-08-21 11:27:54,Tablet
274,19,S8224,checkout,/product/201,2025-05-19 22:05:03,Desktop
275,351,S6016,product_view,/product/368,2025-11-09 07:09:32,Desktop
276,291,S7829,add_to_cart,/product/5,2025-11-24 10:31:30,Mobile
277,332,S7175,product_view,/product/233,2026-04-12 09:18:31,Desktop
278,67,S3767,checkout,/product/69,2025-11-24 19:58:56,Mobile
279,452,S2924,page_view,/product/152,2025-12-12 06:05:51,Desktop
280,131,S4546,checkout,/product/341,2026-03-24 18:19:18,Desktop
281,471,S6628,add_to_cart,/product/137,2025-05-17 09:53:55,Tablet
282,78,S2661,page_view,/product/274,2026-01-06 07:07:14,Tablet
283,253,S2607,checkout,/product/76,2026-04-22 23:41:14,Tablet
284,123,S6097,page_view,/product/337,2025-11-22 19:44:37,Tablet
285,293,S7230,add_to_cart,/product/113,2025-08-15 13:29:12,Desktop
286,287,S6551,product_view,/product/455,2025-08-07 09:42:37,Desktop
287,369,S5615,checkout,/product/499,2025-12-29 20:53:39,Desktop
288,456,S6990,page_view,/product/187,2026-01-26 07:00:41,Tablet
289,121,S4684,product_view,/product/134,2025-11-15 22:15:24,Desktop
290,487,S1569,product_view,/product/40,2025-11-07 09:26:56,Desktop
291,362,S6993,checkout,/product/208,2025-10-21 11:11:15,Desktop
292,192,S5375,add_to_cart,/product/443,2025-11-02 18:52:35,Mobile
293,399,S7396,add_to_cart,/product/256,2025-06-15 00:24:25,Mobile
294,408,S8430,checkout,/product/301,2026-01-03 16:02:39,Tablet
295,459,S5395,add_to_cart,/product/485,2026-01-03 05:39:24,Desktop
296,185,S4930,checkout,/product/190,2025-05-17 17:33:53,Tablet
297,242,S5437,checkout,/product/198,2025-08-18 05:11:30,Tablet
298,305,S9237,checkout,/product/493,2026-04-22 18:42:00,Desktop
299,221,S4418,add_to_cart,/product/65,2025-12-13 17:53:35,Desktop
300,91,S6623,add_to_cart,/product/190,2025-08-31 04:30:00,Desktop
301,275,S1129,add_to_cart,/product/474,2026-01-10 20:56:16,Tablet
302,470,S6019,page_view,/product/418,2026-01-14 07:36:23,Mobile
303,95,S7538,product_view,/product/166,2025-12-17 17:01:47,Mobile
304,295,S7247,checkout,/product/155,2026-03-29 16:23:06,Mobile
305,94,S2848,product_view,/product/7,2026-03-31 16:12:38,Mobile
306,446,S5524,product_view,/product/123,2025-08-03 19:37:20,Mobile
307,398,S2944,add_to_cart,/product/93,2025-06-03 04:15:21,Mobile
308,63,S5684,page_view,/product/342,2025-07-25 23:07:59,Mobile
309,334,S9920,product_view,/product/127,2025-07-11 18:08:50,Desktop
310,482,S7806,page_view,/product/155,2025-06-05 13:31:58,Mobile
311,454,S6061,product_view,/product/368,2026-01-23 21:16:53,Desktop
312,232,S7760,product_view,/product/337,2025-09-27 17:24:01,Mobile
313,116,S2708,page_view,/product/16,2025-05-29 10:33:53,Tablet
314,331,S2998,checkout,/product/482,2025-07-10 15:17:14,Tablet
315,421,S6837,product_view,/product/73,2026-04-11 18:33:55,Desktop
316,41,S7035,checkout,/product/48,2025-05-27 18:35:19,Tablet
317,144,S6215,product_view,/product/108,2026-01-29 05:09:29,Mobile
318,418,S5577,product_view,/product/222,2025-12-25 16:30:51,Tablet
319,409,S8547,add_to_cart,/product/137,2026-04-05 15:09:37,Tablet
320,334,S9160,page_view,/product/58,2026-01-04 11:19:40,Mobile
321,100,S3680,page_view,/product/355,2025-09-08 01:58:35,Tablet
322,211,S6594,product_view,/product/114,2025-09-20 18:28:43,Mobile
323,237,S8421,product_view,/product/296,2026-05-07 14:54:24,Mobile
324,205,S6307,checkout,/product/97,2025-06-18 05:44:52,Desktop
325,240,S1055,page_view,/product/143,2025-06-03 05:18:18,Desktop
326,331,S1764,add_to_cart,/product/418,2025-06-26 11:12:22,Desktop
327,417,S8197,page_view,/product/13,2025-10-24 02:37:11,Mobile
328,167,S9505,page_view,/product/19,2025-07-23 09:41:42,Desktop
329,472,S3490,checkout,/product/439,2025-07-16 20:03:10,Tablet
330,92,S3097,page_view,/product/159,2026-01-31 04:38:13,Desktop
331,164,S8587,product_view,/product/62,2025-09-02 14:55:06,Mobile
332,14,S5933,product_view,/product/496,2026-01-07 12:04:08,Tablet
333,355,S3022,product_view,/product/391,2026-01-26 20:33:48,Mobile
334,271,S2422,checkout,/product/85,2026-02-07 17:40:25,Desktop
335,102,S2992,product_view,/product/194,2026-02-10 23:20:41,Tablet
336,178,S6751,product_view,/product/266,2026-01-01 05:48:45,Mobile
337,91,S1438,product_view,/product/295,2025-12-23 10:21:36,Tablet
338,324,S8940,product_view,/product/177,2026-03-16 22:32:17,Desktop
339,369,S7119,add_to_cart,/product/424,2025-12-19 12:10:15,Tablet
340,350,S4493,product_view,/product/76,2025-07-23 01:58:01,Desktop
341,78,S8253,product_view,/product/359,2025-11-08 00:21:21,Tablet
342,98,S9555,product_view,/product/1,2026-03-02 04:36:22,Mobile
343,187,S8760,product_view,/product/401,2025-12-26 00:39:24,Mobile
344,116,S3116,product_view,/product/217,2025-10-02 01:30:04,Mobile
345,45,S9311,add_to_cart,/product/498,2026-05-11 22:19:15,Desktop
346,241,S7506,page_view,/product/465,2025-05-29 02:21:11,Desktop
347,283,S8522,page_view,/product/262,2025-06-20 08:17:58,Desktop
348,200,S9156,page_view,/product/392,2026-03-09 15:21:02,Tablet
349,414,S3595,product_view,/product/196,2025-09-08 09:55:35,Desktop
350,51,S1231,checkout,/product/64,2025-09-17 13:13:02,Desktop
351,203,S2634,add_to_cart,/product/331,2025-10-05 07:36:56,Tablet
352,114,S3996,page_view,/product/494,2026-04-28 17:53:00,Mobile
353,342,S8122,add_to_cart,/product/274,2025-10-09 08:16:13,Mobile
354,400,S7595,checkout,/product/103,2026-03-29 17:43:16,Mobile
355,227,S5303,product_view,/product/75,2025-06-10 10:59:55,Desktop
356,497,S4550,product_view,/product/73,2026-03-05 17:29:29,Desktop
357,471,S9328,page_view,/product/325,2025-10-28 03:14:47,Desktop
358,387,S5784,add_to_cart,/product/79,2026-04-07 16:30:54,Mobile
359,287,S3527,product_view,/product/92,2025-12-14 23:03:43,Tablet
360,491,S6795,checkout,/product/30,2025-06-09 09:27:09,Mobile
361,94,S6530,product_view,/product/191,2025-09-05 21:41:54,Tablet
362,26,S7383,product_view,/product/427,2025-11-14 00:37:50,Tablet
363,405,S8844,product_view,/product/35,2025-07-06 10:21:26,Tablet
364,59,S9709,page_view,/product/140,2025-07-01 13:38:19,Mobile
365,351,S9057,add_to_cart,/product/54,2026-02-08 22:37:19,Desktop
366,4,S8955,add_to_cart,/product/118,2026-04-13 22:33:44,Tablet
367,487,S5995,page_view,/product/335,2025-08-29 18:03:57,Tablet
368,166,S3432,page_view,/product/455,2025-09-20 00:44:44,Tablet
369,37,S4600,checkout,/product/90,2025-12-05 20:47:14,Mobile
370,339,S1939,add_to_cart,/product/340,2025-10-22 20:48:10,Mobile
371,118,S8758,add_to_cart,/product/198,2025-12-04 22:21:24,Desktop
372,161,S5535,checkout,/product/24,2025-08-04 16:12:01,Mobile
373,164,S5119,page_view,/product/410,2026-02-09 09:54:02,Desktop
374,480,S2102,add_to_cart,/product/45,2025-08-04 08:47:45,Mobile
375,369,S5385,page_view,/product/40,2026-01-07 21:03:14,Tablet
376,393,S6606,add_to_cart,/product/220,2025-06-06 18:37:09,Mobile
377,9,S2496,checkout,/product/304,2025-06-26 15:04:13,Desktop
378,303,S6259,checkout,/product/281,2025-12-23 01:49:36,Mobile
379,184,S4028,page_view,/product/245,2026-02-22 13:51:44,Desktop
380,416,S3246,page_view,/product/130,2026-01-14 10:48:18,Desktop
381,223,S3593,page_view,/product/37,2025-12-06 14:26:22,Tablet
382,444,S9128,page_view,/product/70,2025-06-18 05:26:27,Tablet
383,339,S2471,product_view,/product/158,2025-11-19 00:21:55,Desktop
384,482,S4306,product_view,/product/385,2026-02-20 09:09:35,Tablet
385,221,S7611,checkout,/product/273,2026-02-06 15:01:22,Tablet
386,332,S8436,checkout,/product/19,2026-01-05 01:14:21,Tablet
387,489,S9572,checkout,/product/111,2026-05-12 20:48:03,Desktop
388,85,S7985,checkout,/product/458,2026-03-17 06:42:53,Mobile
389,119,S2309,product_view,/product/68,2026-02-13 16:12:20,Mobile
390,334,S7379,page_view,/product/236,2025-09-03 17:04:45,Mobile
